Date,unique_entry_per_day,total_encounters,total_admissions
2018-07-03 12:00:00,124,139,37
2018-07-03 18:00:00,137,151,37
2018-07-04 00:00:00,56,60,15
2018-07-04 06:00:00,81,89,23
2018-07-04 12:00:00,129,132,30
2018-07-04 18:00:00,125,140,29
2018-07-05 00:00:00,60,60,19
2018-07-05 06:00:00,96,99,33
2018-07-05 12:00:00,127,137,40
2018-07-05 18:00:00,129,142,30
2018-07-06 00:00:00,54,57,17
2018-07-06 06:00:00,93,96,34
2018-07-06 12:00:00,141,148,41
2018-07-06 18:00:00,143,163,46
2018-07-07 00:00:00,46,49,11
2018-07-07 06:00:00,91,97,20
2018-07-07 12:00:00,146,157,46
2018-07-07 18:00:00,149,168,48
2018-07-08 00:00:00,63,66,17
2018-07-08 06:00:00,85,90,24
2018-07-08 12:00:00,143,156,33
2018-07-08 18:00:00,144,165,30
2018-07-09 00:00:00,50,51,13
2018-07-09 06:00:00,103,113,43
2018-07-09 12:00:00,150,166,53
2018-07-09 18:00:00,154,170,39
2018-07-10 00:00:00,53,54,17
2018-07-10 06:00:00,82,85,30
2018-07-10 12:00:00,131,146,40
2018-07-10 18:00:00,132,142,31
2018-07-11 00:00:00,40,40,8
2018-07-11 06:00:00,84,93,29
2018-07-11 12:00:00,109,124,42
2018-07-11 18:00:00,156,172,38
2018-07-12 00:00:00,57,58,15
2018-07-12 06:00:00,92,97,31
2018-07-12 12:00:00,143,153,36
2018-07-12 18:00:00,129,139,23
2018-07-13 00:00:00,47,49,7
2018-07-13 06:00:00,82,89,21
2018-07-13 12:00:00,132,139,43
2018-07-13 18:00:00,155,160,36
2018-07-14 00:00:00,48,52,9
2018-07-14 06:00:00,70,72,22
2018-07-14 12:00:00,157,164,31
2018-07-14 18:00:00,155,168,39
2018-07-15 00:00:00,57,67,14
2018-07-15 06:00:00,100,106,29
2018-07-15 12:00:00,134,146,40
2018-07-15 18:00:00,157,174,34
2018-07-16 00:00:00,57,63,16
2018-07-16 06:00:00,100,108,28
2018-07-16 12:00:00,139,162,39
2018-07-16 18:00:00,172,183,48
2018-07-17 00:00:00,44,45,14
2018-07-17 06:00:00,59,63,14
2018-07-17 12:00:00,147,164,51
2018-07-17 18:00:00,164,174,28
2018-07-18 00:00:00,47,49,13
2018-07-18 06:00:00,83,89,23
2018-07-18 12:00:00,131,146,41
2018-07-18 18:00:00,144,162,34
2018-07-19 00:00:00,52,53,11
2018-07-19 06:00:00,72,74,21
2018-07-19 12:00:00,142,153,46
2018-07-19 18:00:00,139,147,35
2018-07-20 00:00:00,43,45,11
2018-07-20 06:00:00,82,87,21
2018-07-20 12:00:00,141,152,41
2018-07-20 18:00:00,148,158,28
2018-07-21 00:00:00,51,51,17
2018-07-21 06:00:00,95,99,26
2018-07-21 12:00:00,127,134,43
2018-07-21 18:00:00,134,148,27
2018-07-22 00:00:00,56,63,19
2018-07-22 06:00:00,91,97,19
2018-07-22 12:00:00,157,168,38
2018-07-22 18:00:00,154,173,28
2018-07-23 00:00:00,35,37,9
2018-07-23 06:00:00,96,104,34
2018-07-23 12:00:00,126,146,43
2018-07-23 18:00:00,145,156,39
2018-07-24 00:00:00,35,35,12
2018-07-24 06:00:00,79,87,24
2018-07-24 12:00:00,124,137,41
2018-07-24 18:00:00,139,155,39
2018-07-25 00:00:00,53,56,14
2018-07-25 06:00:00,86,91,21
2018-07-25 12:00:00,132,142,39
2018-07-25 18:00:00,134,147,37
2018-07-26 00:00:00,50,50,19
2018-07-26 06:00:00,81,87,27
2018-07-26 12:00:00,127,138,41
2018-07-26 18:00:00,126,134,31
2018-07-27 00:00:00,39,42,9
2018-07-27 06:00:00,82,84,20
2018-07-27 12:00:00,122,130,38
2018-07-27 18:00:00,140,149,29
2018-07-28 00:00:00,59,61,19
2018-07-28 06:00:00,80,84,20
2018-07-28 12:00:00,114,122,31
2018-07-28 18:00:00,146,157,31
2018-07-29 00:00:00,54,56,15
2018-07-29 06:00:00,88,98,20
2018-07-29 12:00:00,136,147,27
2018-07-29 18:00:00,157,173,29
2018-07-30 00:00:00,52,55,18
2018-07-30 06:00:00,85,95,33
2018-07-30 12:00:00,154,168,56
2018-07-30 18:00:00,133,153,31
2018-07-31 00:00:00,52,54,10
2018-07-31 06:00:00,81,88,26
2018-07-31 12:00:00,132,146,37
2018-07-31 18:00:00,142,155,35
2018-08-01 00:00:00,45,47,7
2018-08-01 06:00:00,87,90,37
2018-08-01 12:00:00,137,149,48
2018-08-01 18:00:00,135,147,31
2018-08-02 00:00:00,41,42,9
2018-08-02 06:00:00,87,94,37
2018-08-02 12:00:00,120,133,44
2018-08-02 18:00:00,151,171,56
2018-08-03 00:00:00,57,59,15
2018-08-03 06:00:00,98,109,27
2018-08-03 12:00:00,135,142,41
2018-08-03 18:00:00,146,155,23
2018-08-04 00:00:00,44,48,12
2018-08-04 06:00:00,88,91,28
2018-08-04 12:00:00,147,151,33
2018-08-04 18:00:00,158,179,36
2018-08-05 00:00:00,53,56,11
2018-08-05 06:00:00,97,103,21
2018-08-05 12:00:00,159,170,40
2018-08-05 18:00:00,136,147,36
2018-08-06 00:00:00,41,43,8
2018-08-06 06:00:00,104,115,39
2018-08-06 12:00:00,151,168,46
2018-08-06 18:00:00,138,153,36
2018-08-07 00:00:00,55,58,14
2018-08-07 06:00:00,84,95,27
2018-08-07 12:00:00,130,143,42
2018-08-07 18:00:00,148,163,33
2018-08-08 00:00:00,52,56,15
2018-08-08 06:00:00,90,96,29
2018-08-08 12:00:00,153,168,50
2018-08-08 18:00:00,142,160,35
2018-08-09 00:00:00,59,62,11
2018-08-09 06:00:00,95,95,32
2018-08-09 12:00:00,132,144,42
2018-08-09 18:00:00,144,156,33
2018-08-10 00:00:00,51,56,15
2018-08-10 06:00:00,78,82,27
2018-08-10 12:00:00,127,135,35
2018-08-10 18:00:00,123,133,32
2018-08-11 00:00:00,57,58,11
2018-08-11 06:00:00,89,91,30
2018-08-11 12:00:00,131,140,31
2018-08-11 18:00:00,160,174,32
2018-08-12 00:00:00,62,64,16
2018-08-12 06:00:00,95,104,29
2018-08-12 12:00:00,138,146,40
2018-08-12 18:00:00,144,157,33
2018-08-13 00:00:00,51,54,13
2018-08-13 06:00:00,96,106,33
2018-08-13 12:00:00,138,159,51
2018-08-13 18:00:00,146,168,34
2018-08-14 00:00:00,67,70,8
2018-08-14 06:00:00,84,92,34
2018-08-14 12:00:00,123,130,38
2018-08-14 18:00:00,130,141,33
2018-08-15 00:00:00,66,73,21
2018-08-15 06:00:00,92,103,25
2018-08-15 12:00:00,138,154,42
2018-08-15 18:00:00,154,163,31
2018-08-16 00:00:00,52,52,19
2018-08-16 06:00:00,88,93,21
2018-08-16 12:00:00,132,142,39
2018-08-16 18:00:00,117,126,31
2018-08-17 00:00:00,42,47,10
2018-08-17 06:00:00,98,103,36
2018-08-17 12:00:00,134,145,37
2018-08-17 18:00:00,131,150,30
2018-08-18 00:00:00,49,50,12
2018-08-18 06:00:00,84,86,21
2018-08-18 12:00:00,137,149,38
2018-08-18 18:00:00,147,162,32
2018-08-19 00:00:00,76,78,22
2018-08-19 06:00:00,86,91,22
2018-08-19 12:00:00,132,141,31
2018-08-19 18:00:00,136,149,25
2018-08-20 00:00:00,47,50,16
2018-08-20 06:00:00,96,101,26
2018-08-20 12:00:00,123,135,33
2018-08-20 18:00:00,152,170,45
2018-08-21 00:00:00,41,42,12
2018-08-21 06:00:00,74,75,24
2018-08-21 12:00:00,144,159,42
2018-08-21 18:00:00,148,165,30
2018-08-22 00:00:00,47,51,9
2018-08-22 06:00:00,67,69,20
2018-08-22 12:00:00,123,139,43
2018-08-22 18:00:00,147,165,38
2018-08-23 00:00:00,41,44,9
2018-08-23 06:00:00,80,89,27
2018-08-23 12:00:00,149,157,39
2018-08-23 18:00:00,150,166,47
2018-08-24 00:00:00,47,50,16
2018-08-24 06:00:00,83,89,24
2018-08-24 12:00:00,128,137,38
2018-08-24 18:00:00,124,132,27
2018-08-25 00:00:00,62,66,18
2018-08-25 06:00:00,98,106,32
2018-08-25 12:00:00,167,178,31
2018-08-25 18:00:00,161,177,32
2018-08-26 00:00:00,68,74,18
2018-08-26 06:00:00,93,95,22
2018-08-26 12:00:00,146,153,38
2018-08-26 18:00:00,135,144,30
2018-08-27 00:00:00,36,40,9
2018-08-27 06:00:00,95,105,28
2018-08-27 12:00:00,132,147,41
2018-08-27 18:00:00,133,141,40
2018-08-28 00:00:00,52,54,15
2018-08-28 06:00:00,88,98,28
2018-08-28 12:00:00,135,151,56
2018-08-28 18:00:00,136,152,41
2018-08-29 00:00:00,32,34,8
2018-08-29 06:00:00,83,95,22
2018-08-29 12:00:00,131,146,41
2018-08-29 18:00:00,138,149,30
2018-08-30 00:00:00,50,55,18
2018-08-30 06:00:00,81,90,33
2018-08-30 12:00:00,130,146,45
2018-08-30 18:00:00,128,135,18
2018-08-31 00:00:00,40,43,11
2018-08-31 06:00:00,94,99,25
2018-08-31 12:00:00,126,134,40
2018-08-31 18:00:00,140,147,25
2018-09-01 00:00:00,53,63,15
2018-09-01 06:00:00,75,83,14
2018-09-01 12:00:00,137,143,37
2018-09-01 18:00:00,152,163,33
2018-09-02 00:00:00,53,57,9
2018-09-02 06:00:00,99,109,32
2018-09-02 12:00:00,148,153,38
2018-09-02 18:00:00,145,155,31
2018-09-03 00:00:00,62,70,16
2018-09-03 06:00:00,121,131,28
2018-09-03 12:00:00,154,166,37
2018-09-03 18:00:00,148,165,33
2018-09-04 00:00:00,47,49,13
2018-09-04 06:00:00,112,116,39
2018-09-04 12:00:00,115,125,35
2018-09-04 18:00:00,140,145,34
2018-09-05 00:00:00,46,48,11
2018-09-05 06:00:00,94,105,29
2018-09-05 12:00:00,147,156,45
2018-09-05 18:00:00,141,151,37
2018-09-06 00:00:00,42,43,10
2018-09-06 06:00:00,117,126,45
2018-09-06 12:00:00,125,139,43
2018-09-06 18:00:00,149,166,40
2018-09-07 00:00:00,50,57,10
2018-09-07 06:00:00,94,106,31
2018-09-07 12:00:00,145,160,49
2018-09-07 18:00:00,137,150,35
2018-09-08 00:00:00,58,62,8
2018-09-08 06:00:00,86,93,19
2018-09-08 12:00:00,156,173,32
2018-09-08 18:00:00,152,163,32
2018-09-09 00:00:00,55,57,15
2018-09-09 06:00:00,93,98,28
2018-09-09 12:00:00,146,158,41
2018-09-09 18:00:00,151,163,30
2018-09-10 00:00:00,55,57,13
2018-09-10 06:00:00,86,92,33
2018-09-10 12:00:00,138,151,43
2018-09-10 18:00:00,148,169,40
2018-09-11 00:00:00,52,52,15
2018-09-11 06:00:00,95,102,34
2018-09-11 12:00:00,132,143,51
2018-09-11 18:00:00,134,146,28
2018-09-12 00:00:00,55,62,14
2018-09-12 06:00:00,89,97,25
2018-09-12 12:00:00,152,164,49
2018-09-12 18:00:00,136,148,41
2018-09-13 00:00:00,38,40,3
2018-09-13 06:00:00,68,74,15
2018-09-13 12:00:00,126,135,38
2018-09-13 18:00:00,135,148,33
2018-09-14 00:00:00,46,48,8
2018-09-14 06:00:00,104,109,31
2018-09-14 12:00:00,143,156,43
2018-09-14 18:00:00,118,129,36
2018-09-15 00:00:00,55,58,11
2018-09-15 06:00:00,70,74,15
2018-09-15 12:00:00,141,148,41
2018-09-15 18:00:00,144,157,37
2018-09-16 00:00:00,52,57,12
2018-09-16 06:00:00,109,111,28
2018-09-16 12:00:00,149,162,37
2018-09-16 18:00:00,150,165,33
2018-09-17 00:00:00,58,61,19
2018-09-17 06:00:00,117,122,32
2018-09-17 12:00:00,137,150,31
2018-09-17 18:00:00,127,134,22
2018-09-18 00:00:00,51,54,16
2018-09-18 06:00:00,100,109,36
2018-09-18 12:00:00,124,134,39
2018-09-18 18:00:00,153,168,35
2018-09-19 00:00:00,55,59,13
2018-09-19 06:00:00,100,103,32
2018-09-19 12:00:00,113,119,39
2018-09-19 18:00:00,121,133,34
2018-09-20 00:00:00,41,43,8
2018-09-20 06:00:00,84,88,18
2018-09-20 12:00:00,118,128,36
2018-09-20 18:00:00,135,151,32
2018-09-21 00:00:00,53,56,21
2018-09-21 06:00:00,92,94,32
2018-09-21 12:00:00,149,159,48
2018-09-21 18:00:00,118,124,31
2018-09-22 00:00:00,49,49,14
2018-09-22 06:00:00,95,100,24
2018-09-22 12:00:00,131,143,31
2018-09-22 18:00:00,156,168,33
2018-09-23 00:00:00,60,64,20
2018-09-23 06:00:00,84,88,27
2018-09-23 12:00:00,131,142,41
2018-09-23 18:00:00,133,149,21
2018-09-24 00:00:00,53,58,14
2018-09-24 06:00:00,101,107,32
2018-09-24 12:00:00,118,135,38
2018-09-24 18:00:00,129,138,29
2018-09-25 00:00:00,50,55,17
2018-09-25 06:00:00,83,96,31
2018-09-25 12:00:00,112,122,27
2018-09-25 18:00:00,124,134,27
2018-09-26 00:00:00,48,50,17
2018-09-26 06:00:00,96,104,33
2018-09-26 12:00:00,125,134,39
2018-09-26 18:00:00,135,146,39
2018-09-27 00:00:00,51,53,20
2018-09-27 06:00:00,70,71,16
2018-09-27 12:00:00,123,133,33
2018-09-27 18:00:00,132,150,41
2018-09-28 00:00:00,45,48,11
2018-09-28 06:00:00,76,82,26
2018-09-28 12:00:00,115,120,28
2018-09-28 18:00:00,119,126,28
2018-09-29 00:00:00,47,47,10
2018-09-29 06:00:00,74,76,24
2018-09-29 12:00:00,128,135,38
2018-09-29 18:00:00,131,154,32
2018-09-30 00:00:00,64,67,15
2018-09-30 06:00:00,81,86,25
2018-09-30 12:00:00,151,163,37
2018-09-30 18:00:00,133,144,31
2018-10-01 00:00:00,44,46,10
2018-10-01 06:00:00,108,113,27
2018-10-01 12:00:00,151,169,44
2018-10-01 18:00:00,112,125,31
2018-10-02 00:00:00,36,38,9
2018-10-02 06:00:00,99,110,35
2018-10-02 12:00:00,127,138,37
2018-10-02 18:00:00,123,141,33
2018-10-03 00:00:00,47,47,17
2018-10-03 06:00:00,99,109,30
2018-10-03 12:00:00,129,146,46
2018-10-03 18:00:00,112,121,21
2018-10-04 00:00:00,47,48,14
2018-10-04 06:00:00,70,72,20
2018-10-04 12:00:00,120,132,33
2018-10-04 18:00:00,134,142,29
2018-10-05 00:00:00,48,48,14
2018-10-05 06:00:00,92,100,36
2018-10-05 12:00:00,146,154,48
2018-10-05 18:00:00,120,127,28
2018-10-06 00:00:00,52,53,13
2018-10-06 06:00:00,89,97,28
2018-10-06 12:00:00,129,144,30
2018-10-06 18:00:00,128,139,29
2018-10-07 00:00:00,60,63,8
2018-10-07 06:00:00,84,91,26
2018-10-07 12:00:00,139,147,34
2018-10-07 18:00:00,131,136,27
2018-10-08 00:00:00,43,46,13
2018-10-08 06:00:00,101,106,23
2018-10-08 12:00:00,140,155,56
2018-10-08 18:00:00,129,141,37
2018-10-09 00:00:00,56,59,16
2018-10-09 06:00:00,77,82,19
2018-10-09 12:00:00,163,180,56
2018-10-09 18:00:00,109,119,30
2018-10-10 00:00:00,54,58,18
2018-10-10 06:00:00,103,114,35
2018-10-10 12:00:00,118,130,34
2018-10-10 18:00:00,100,110,31
2018-10-11 00:00:00,49,50,16
2018-10-11 06:00:00,81,87,26
2018-10-11 12:00:00,133,146,39
2018-10-11 18:00:00,126,139,28
2018-10-12 00:00:00,43,43,14
2018-10-12 06:00:00,95,99,37
2018-10-12 12:00:00,124,129,33
2018-10-12 18:00:00,125,134,33
2018-10-13 00:00:00,38,41,10
2018-10-13 06:00:00,85,87,16
2018-10-13 12:00:00,118,127,23
2018-10-13 18:00:00,125,138,33
2018-10-14 00:00:00,53,56,18
2018-10-14 06:00:00,84,96,25
2018-10-14 12:00:00,132,147,33
2018-10-14 18:00:00,126,137,32
2018-10-15 00:00:00,43,45,12
2018-10-15 06:00:00,90,94,28
2018-10-15 12:00:00,128,143,44
2018-10-15 18:00:00,122,138,33
2018-10-16 00:00:00,45,46,13
2018-10-16 06:00:00,83,92,24
2018-10-16 12:00:00,135,142,44
2018-10-16 18:00:00,133,141,29
2018-10-17 00:00:00,50,51,12
2018-10-17 06:00:00,80,87,22
2018-10-17 12:00:00,125,133,35
2018-10-17 18:00:00,151,166,45
2018-10-18 00:00:00,45,49,14
2018-10-18 06:00:00,87,90,28
2018-10-18 12:00:00,115,124,36
2018-10-18 18:00:00,122,135,28
2018-10-19 00:00:00,55,57,18
2018-10-19 06:00:00,80,84,21
2018-10-19 12:00:00,123,130,38
2018-10-19 18:00:00,104,115,24
2018-10-20 00:00:00,64,65,23
2018-10-20 06:00:00,79,84,23
2018-10-20 12:00:00,148,156,33
2018-10-20 18:00:00,130,135,24
2018-10-21 00:00:00,52,53,17
2018-10-21 06:00:00,85,91,18
2018-10-21 12:00:00,137,150,29
2018-10-21 18:00:00,124,133,30
2018-10-22 00:00:00,64,68,11
2018-10-22 06:00:00,98,105,24
2018-10-22 12:00:00,147,169,56
2018-10-22 18:00:00,137,148,40
2018-10-23 00:00:00,56,58,19
2018-10-23 06:00:00,81,89,27
2018-10-23 12:00:00,110,116,41
2018-10-23 18:00:00,134,148,33
2018-10-24 00:00:00,47,48,10
2018-10-24 06:00:00,87,98,30
2018-10-24 12:00:00,126,135,49
2018-10-24 18:00:00,111,118,23
2018-10-25 00:00:00,32,32,6
2018-10-25 06:00:00,83,87,29
2018-10-25 12:00:00,108,118,32
2018-10-25 18:00:00,120,128,36
2018-10-26 00:00:00,53,53,16
2018-10-26 06:00:00,79,84,20
2018-10-26 12:00:00,143,160,53
2018-10-26 18:00:00,122,133,33
2018-10-27 00:00:00,61,61,16
2018-10-27 06:00:00,94,104,29
2018-10-27 12:00:00,137,145,29
2018-10-27 18:00:00,131,140,25
2018-10-28 00:00:00,60,64,19
2018-10-28 06:00:00,85,86,20
2018-10-28 12:00:00,131,146,34
2018-10-28 18:00:00,158,171,39
2018-10-29 00:00:00,51,53,18
2018-10-29 06:00:00,105,109,29
2018-10-29 12:00:00,145,163,47
2018-10-29 18:00:00,142,154,38
2018-10-30 00:00:00,42,42,12
2018-10-30 06:00:00,77,83,27
2018-10-30 12:00:00,119,125,39
2018-10-30 18:00:00,128,139,29
2018-10-31 00:00:00,43,45,8
2018-10-31 06:00:00,77,82,24
2018-10-31 12:00:00,101,108,34
2018-10-31 18:00:00,111,120,23
2018-11-01 00:00:00,48,49,12
2018-11-01 06:00:00,79,86,21
2018-11-01 12:00:00,132,143,43
2018-11-01 18:00:00,117,126,26
2018-11-02 00:00:00,54,54,10
2018-11-02 06:00:00,70,72,19
2018-11-02 12:00:00,126,138,44
2018-11-02 18:00:00,119,127,28
2018-11-03 00:00:00,50,51,12
2018-11-03 06:00:00,82,90,24
2018-11-03 12:00:00,155,165,37
2018-11-03 18:00:00,133,142,25
2018-11-04 00:00:00,68,69,11
2018-11-04 06:00:00,107,116,31
2018-11-04 12:00:00,154,167,38
2018-11-04 18:00:00,122,138,28
2018-11-05 00:00:00,38,39,12
2018-11-05 06:00:00,88,94,28
2018-11-05 12:00:00,138,151,61
2018-11-05 18:00:00,104,120,31
2018-11-06 00:00:00,39,41,8
2018-11-06 06:00:00,93,102,30
2018-11-06 12:00:00,111,122,41
2018-11-06 18:00:00,109,121,25
2018-11-07 00:00:00,42,43,11
2018-11-07 06:00:00,92,98,35
2018-11-07 12:00:00,124,135,36
2018-11-07 18:00:00,117,122,30
2018-11-08 00:00:00,52,53,16
2018-11-08 06:00:00,101,107,40
2018-11-08 12:00:00,134,144,43
2018-11-08 18:00:00,133,140,28
2018-11-09 00:00:00,50,52,13
2018-11-09 06:00:00,83,91,24
2018-11-09 12:00:00,122,134,43
2018-11-09 18:00:00,110,115,19
2018-11-10 00:00:00,47,48,15
2018-11-10 06:00:00,94,99,24
2018-11-10 12:00:00,141,156,37
2018-11-10 18:00:00,113,122,30
2018-11-11 00:00:00,53,53,15
2018-11-11 06:00:00,96,102,27
2018-11-11 12:00:00,135,146,34
2018-11-11 18:00:00,118,125,27
2018-11-12 00:00:00,56,59,22
2018-11-12 06:00:00,97,103,33
2018-11-12 12:00:00,134,144,49
2018-11-12 18:00:00,124,134,30
2018-11-13 00:00:00,48,53,13
2018-11-13 06:00:00,79,82,29
2018-11-13 12:00:00,128,140,36
2018-11-13 18:00:00,97,103,26
2018-11-14 00:00:00,42,45,9
2018-11-14 06:00:00,98,102,31
2018-11-14 12:00:00,123,137,41
2018-11-14 18:00:00,119,129,29
2018-11-15 00:00:00,47,49,12
2018-11-15 06:00:00,93,104,32
2018-11-15 12:00:00,121,137,41
2018-11-15 18:00:00,123,129,29
2018-11-16 00:00:00,41,42,13
2018-11-16 06:00:00,92,100,30
2018-11-16 12:00:00,122,131,48
2018-11-16 18:00:00,128,137,32
2018-11-17 00:00:00,57,60,18
2018-11-17 06:00:00,87,97,29
2018-11-17 12:00:00,133,147,30
2018-11-17 18:00:00,113,124,20
2018-11-18 00:00:00,47,49,14
2018-11-18 06:00:00,102,107,22
2018-11-18 12:00:00,131,143,37
2018-11-18 18:00:00,125,134,24
2018-11-19 00:00:00,47,50,14
2018-11-19 06:00:00,85,90,30
2018-11-19 12:00:00,128,141,48
2018-11-19 18:00:00,140,155,32
2018-11-20 00:00:00,50,52,11
2018-11-20 06:00:00,74,77,33
2018-11-20 12:00:00,134,150,44
2018-11-20 18:00:00,105,117,23
2018-11-21 00:00:00,49,52,11
2018-11-21 06:00:00,85,91,26
2018-11-21 12:00:00,109,117,32
2018-11-21 18:00:00,113,122,28
2018-11-22 00:00:00,37,37,4
2018-11-22 06:00:00,83,87,20
2018-11-22 12:00:00,126,137,44
2018-11-22 18:00:00,107,120,36
2018-11-23 00:00:00,56,59,17
2018-11-23 06:00:00,98,106,32
2018-11-23 12:00:00,147,163,58
2018-11-23 18:00:00,119,128,33
2018-11-24 00:00:00,50,55,15
2018-11-24 06:00:00,110,123,27
2018-11-24 12:00:00,145,164,43
2018-11-24 18:00:00,126,130,28
2018-11-25 00:00:00,53,58,13
2018-11-25 06:00:00,72,78,14
2018-11-25 12:00:00,114,123,36
2018-11-25 18:00:00,117,131,39
2018-11-26 00:00:00,44,51,12
2018-11-26 06:00:00,111,124,39
2018-11-26 12:00:00,137,151,43
2018-11-26 18:00:00,129,136,32
2018-11-27 00:00:00,43,47,11
2018-11-27 06:00:00,90,100,28
2018-11-27 12:00:00,134,144,45
2018-11-27 18:00:00,119,130,28
2018-11-28 00:00:00,57,57,13
2018-11-28 06:00:00,91,101,30
2018-11-28 12:00:00,135,145,36
2018-11-28 18:00:00,114,128,32
2018-11-29 00:00:00,38,39,9
2018-11-29 06:00:00,84,93,22
2018-11-29 12:00:00,145,165,40
2018-11-29 18:00:00,117,122,29
2018-11-30 00:00:00,54,60,13
2018-11-30 06:00:00,87,96,31
2018-11-30 12:00:00,143,150,34
2018-11-30 18:00:00,121,137,23
2018-12-01 00:00:00,64,70,14
2018-12-01 06:00:00,83,88,25
2018-12-01 12:00:00,122,135,33
2018-12-01 18:00:00,123,135,27
2018-12-02 00:00:00,66,72,10
2018-12-02 06:00:00,94,103,26
2018-12-02 12:00:00,131,147,42
2018-12-02 18:00:00,124,134,33
2018-12-03 00:00:00,61,61,15
2018-12-03 06:00:00,95,107,31
2018-12-03 12:00:00,127,134,37
2018-12-03 18:00:00,141,150,33
2018-12-04 00:00:00,48,51,12
2018-12-04 06:00:00,92,101,23
2018-12-04 12:00:00,134,151,37
2018-12-04 18:00:00,116,129,29
2018-12-05 00:00:00,43,44,12
2018-12-05 06:00:00,88,97,24
2018-12-05 12:00:00,132,143,55
2018-12-05 18:00:00,138,150,34
2018-12-06 00:00:00,47,50,19
2018-12-06 06:00:00,88,93,25
2018-12-06 12:00:00,110,122,43
2018-12-06 18:00:00,111,116,36
2018-12-07 00:00:00,39,41,19
2018-12-07 06:00:00,89,96,35
2018-12-07 12:00:00,122,131,42
2018-12-07 18:00:00,112,118,33
2018-12-08 00:00:00,44,44,7
2018-12-08 06:00:00,73,75,24
2018-12-08 12:00:00,118,130,36
2018-12-08 18:00:00,119,129,26
2018-12-09 00:00:00,49,50,21
2018-12-09 06:00:00,73,79,10
2018-12-09 12:00:00,151,167,30
2018-12-09 18:00:00,118,127,20
2018-12-10 00:00:00,41,42,10
2018-12-10 06:00:00,91,98,26
2018-12-10 12:00:00,146,166,51
2018-12-10 18:00:00,133,148,27
2018-12-11 00:00:00,45,47,14
2018-12-11 06:00:00,84,87,25
2018-12-11 12:00:00,150,166,47
2018-12-11 18:00:00,135,146,32
2018-12-12 00:00:00,44,46,4
2018-12-12 06:00:00,87,96,33
2018-12-12 12:00:00,115,123,31
2018-12-12 18:00:00,136,146,39
2018-12-13 00:00:00,52,54,18
2018-12-13 06:00:00,70,74,26
2018-12-13 12:00:00,129,132,35
2018-12-13 18:00:00,123,133,27
2018-12-14 00:00:00,53,56,12
2018-12-14 06:00:00,81,87,23
2018-12-14 12:00:00,134,148,55
2018-12-14 18:00:00,128,138,28
2018-12-15 00:00:00,45,46,11
2018-12-15 06:00:00,87,95,30
2018-12-15 12:00:00,121,128,37
2018-12-15 18:00:00,140,147,26
2018-12-16 00:00:00,45,45,13
2018-12-16 06:00:00,101,109,32
2018-12-16 12:00:00,135,153,41
2018-12-16 18:00:00,137,155,34
2018-12-17 00:00:00,54,56,12
2018-12-17 06:00:00,95,102,25
2018-12-17 12:00:00,154,163,44
2018-12-17 18:00:00,125,142,23
2018-12-18 00:00:00,52,53,13
2018-12-18 06:00:00,89,100,33
2018-12-18 12:00:00,123,137,39
2018-12-18 18:00:00,128,138,30
2018-12-19 00:00:00,52,52,12
2018-12-19 06:00:00,91,101,33
2018-12-19 12:00:00,136,143,48
2018-12-19 18:00:00,144,151,34
2018-12-20 00:00:00,44,46,11
2018-12-20 06:00:00,83,91,27
2018-12-20 12:00:00,120,132,36
2018-12-20 18:00:00,137,153,35
2018-12-21 00:00:00,48,50,14
2018-12-21 06:00:00,105,117,28
2018-12-21 12:00:00,142,152,34
2018-12-21 18:00:00,136,146,36
2018-12-22 00:00:00,70,73,28
2018-12-22 06:00:00,83,91,26
2018-12-22 12:00:00,147,171,39
2018-12-22 18:00:00,122,134,29
2018-12-23 00:00:00,59,61,16
2018-12-23 06:00:00,87,97,17
2018-12-23 12:00:00,141,151,40
2018-12-23 18:00:00,129,139,36
2018-12-24 00:00:00,57,60,15
2018-12-24 06:00:00,74,83,16
2018-12-24 12:00:00,131,156,38
2018-12-24 18:00:00,107,116,24
2018-12-25 00:00:00,57,59,12
2018-12-25 06:00:00,77,89,27
2018-12-25 12:00:00,147,158,43
2018-12-25 18:00:00,150,169,35
2018-12-26 00:00:00,59,65,10
2018-12-26 06:00:00,104,114,36
2018-12-26 12:00:00,130,140,54
2018-12-26 18:00:00,119,127,35
2018-12-27 00:00:00,44,46,12
2018-12-27 06:00:00,83,88,29
2018-12-27 12:00:00,129,143,45
2018-12-27 18:00:00,98,101,29
2018-12-28 00:00:00,48,49,19
2018-12-28 06:00:00,78,84,30
2018-12-28 12:00:00,135,148,50
2018-12-28 18:00:00,126,135,28
2018-12-29 00:00:00,51,55,13
2018-12-29 06:00:00,96,105,29
2018-12-29 12:00:00,151,170,59
2018-12-29 18:00:00,116,124,25
2018-12-30 00:00:00,69,71,21
2018-12-30 06:00:00,85,87,26
2018-12-30 12:00:00,142,160,46
2018-12-30 18:00:00,122,135,21
2018-12-31 00:00:00,57,62,10
2018-12-31 06:00:00,81,86,34
2018-12-31 12:00:00,149,161,35
2018-12-31 18:00:00,93,101,25
2019-01-01 00:00:00,57,61,17
2019-01-01 06:00:00,65,69,20
2019-01-01 12:00:00,147,164,35
2019-01-01 18:00:00,139,150,28
2019-01-02 00:00:00,43,46,11
2019-01-02 06:00:00,105,112,29
2019-01-02 12:00:00,142,156,37
2019-01-02 18:00:00,138,153,35
2019-01-03 00:00:00,43,46,15
